Source,Target
ತಾಗಿ,ತಾಗುದ್
ಪೆಟ್ಟಾದರೆ,ಪೆಟ್ಟಂಡ
ಅಮಿತನು,ಅಮಿತೆ
ಬುದ್ಧಿಹೀನನಾಗಿದ್ದಾನೆ,ಬುದ್ಧಿಹೀನೆಯಾತೆ
ಇಂದ್ರನು,ಇಂದ್ರೆ
ವಾಹನವನ್ನು,ಗಾಡಿ
ಚಲಾಯಿಸುತ್ತಿದ್ದಾನೆ,ಬುಡೊಂದುಲ್ಲೆ
ದಿನದಲ್ಲಿ,ಕೊರ್ರೆ
ದೇವಸ್ಥಾನಕ್ಕೆ,ಸುರು
ಕರೆದುಕೊಂಡು,ಮಲ್ತಿನ
ಅನ್ನ,ದಿನೊಟು
ಅಗ್ನಿಗೆ,ಅಗ್ನಿಗು
ಹಾರಿ,ಲಾಗಿದು
ದೇಹದಾನ,ಜೂವದಾನ
ಮಾಡುತ್ತೇನೆ,ಮಲ್ಪುವೆ
ನೀವು,ಈರು
ತಿನ್ನಿ,ತಿನ್ಲೆ
ಮಾತಾನಾಡುತ್ತಿಲ್ಲ,ಪಾತೆರುಜ
ಒಟ್ಟು,ಒಟ್ಟುಅಯಿನ್‌
ಐದು,ವರ್ಸೂದ
ಶಿಕ್ಷೆ,ಪಡಯರ್‌
ಮಾವಿನ,ಕುಕ್ಕುದ
ಎಲೆಯ,ಇರೆತ
ಬದಲು,ಬದಲು
ಕಳಶಕ್ಕೆ,ಕಳಸೊಗು
ಇದರ,ನೆತ್ತ
ಎಲೆಯನ್ನೂ,ಇರೆನುಲಾ
ಇಡಬಹುದು,ದಿವೊಲಿ
ದೇಶದ,ದೇಶದ
ಜನರ,ಜನಕ್ಲೆನ
ನೋವನ್ನು,ಬೇನೆನ್
ಗಮನಕ್ಕೆ,ಗಮನಗ್
ತರುವ,ಕನಪಿನ
ನೆಲೆಯಲ್ಲಿ,ನೆಲೆಟ್ಟ್
“ನಮಗೆ,“ನಮಕ್
ಉಚಿತ,ಉಚಿತ
"ನೀಡಿ”,",ಕೊರ್ಲೆ
ಲಸಿಕೆಯನ್ನು,","
ನಿಗದಿತ,‘ಲಸಿಕೆನ್
ಸಮಯದ,ನಿಗದಿತ
ಒಳಗೆ,ಪೊರ್ತುದ
ನೀಡಿ,ಉಲಯಿ
ಜನಾಂದೋಲವನ್ನು,ಪನ್ಪಿನ
ರವಿವಾರ,‘
(ಮೇ,ಜನಾಂದೋಲನನ್
16),ಐತಾರ
ಕಾಂಗ್ರೆಸ್,(ಮೇ
ಪ್ರಾರಂಭಿಸಲಿಕ್ಕಿದೆ,16)
ಎಐಸಿಸಿ,ಸುರು
ಕಾರ್ಯದರ್ಶಿ,ಮಲ್ಪರೆ
ಐವನ್,ಉಂಡು
ಡಿಸೋಜ,ಪಂದ್
ಹೇಳಿದರು.,ಎಐಸಿಸಿ
ಎಷ್ಟು,ಯೆತ್
ದೂರಕ್ಕೂ,ದೂರೊಗುಲಾ
ನಡೆದು,ನಡತ್
ಹೋಗುವಂತ,ಪೊಪೆದುನ
ತಾಕತ್ತಿನವರು,ತಾಕತ್ತುದಕ್ಲ್
ಒಮ್ಮೆ,ಒರ
ಬಲಗಾಲಿನ,ಬಲತ್ತಕಾರ್ದ
ಉಂಗುಷ್ಟ,ಉಂಗುಷ್ಟ
ಮಾತನ್ನು,ಪಾತೆರೊನು
ಪ್ರತಿಭಟಿಸುತ್ತಿದ್ದಾನೆ,ಪ್ರತಿಭಟಿಸವೊಂದುಲ್ಲೆ
ಅಣ್ಣಂದಿರು,ಅಣ್ಣನಕುಲು
–ತಂಗಿ,-
ಕಿರಣನು,ಕಿರಣೆ
ಅಸಭ್ಯವಾಗಿ,ಅಸಭ್ಯವಾದ
ವರ್ತಿಸುತ್ತಿದ್ದಾನೆ,ವರ್ತನೆ
ಮಾಡುವ,ಬೆನ್ಪಿ
ಶಿಕ್ಷಣ,ಬರವು
ಕಲಿಯುತ್ತಿದ್ದ,ಕಲ್ತೊಂದಿತ್ತೆ
ತಲೆಗೆ,ಕಾರ್ಀದ
ಬಿಳಿಯ,ಪಾದೊಗು
ಬಟ್ಟೆ,ಮುಟ್ಟ
ಅಥವಾ,ಜಪ್ಪುಡುವೆರ್
ಹಂದಿಗಳು,ಪಂಜಿಲು
ಗುಂಪುಗಾರಿಕೆಯಲ್ಲಿ,ಗುಂಪುಗಾರಿಕೆಡು
ಇರುವ,ಇಪ್ಪುನ
ಮೃಗಗಳು,ಮುರ್ಗೊಲು
ಈಗಲೂ,ಇತ್ತೆಲಾ
ಉಳಿದೆದೆ,ಒರಿದ್ಂಡ್
ವಿನಾಯಕನು,ವಿನಾಯಕೆ
ತಪ್ಪಾಗಿ,ತಪ್ಪು
ಉಚ್ಚಾರಮಾಡುತ್ತಾನೆ,ಉಚ್ಚಾರ
ಹುರುಳಿ,ಕುಡು
ಉದ್ದು,ಉರ್ದು
ಹೆಸರು,ಪದೆಂಗಿ
ಮೂರನ್ನು,ಮೂಜೆನ್
ಬೇರೆ,ಬೇತೆ
ಬೇರೆಯನ್ನು,ಬೇತೆನೆ
ಬೆರೆಸಿ,ಬಿರಾದ್
ಏನಾಗುತ್ತಿದೆ,ದಾದಾವೊಂದುಂಡು
ಇಲ್ಲಿ,ಮೂಲು
ಎನ್ನುವುದೇ,ಪನ್ಪಿನ್ನವ್ವೇ
ತಿಳಿಯುತ್ತಿಲ್ಲ,ತೆರಿಯುಜಿ
ಸುಜಯನು,ಸುಜಯೆ
ಮನೆಯನ್ನು,ಇಲ್ಲನ್
ಸ್ವಚ್ಛಗೊಳಿಸುತ್ತಾನೆ,ಸ್ವಚ್ಛಮಲ್ಪುವೆ
ನೆಲೆ,ನಿಲೆ
ಪ್ರಕೃತಿಯೇ,ಪ್ರಕೃತಿಯೆ
ತೋರಿಸಿ,ತೊಜದ್
ಕೊಡುತ್ತಾ,ಕೊರೊಂದು
ಹೀಗೆ,ಕಬತ್ತಾರ್
ಮುನ್ನಡೆದು,ರಾಜ್ಯೊಗ್
ಕವತ್ತಾರ,ಪೊಗ್ಗಿಯೆ
ಅದೊಂದು,ಅವ್ವೊಂಜಿ
ಶುಭ,ಎಡ್ಡೆ
ದಿನದಂದು,ದಿನತಾನಿ
ಕೆತ್ತಿದ,ಕೆತ್ತಿಂಚಿ
ಮೂರ್ತಿಯನ್ನು,ಮೂರ್ತಿನ್
ಅರಸರಿಗೆ,ಅರಸುಲೆಗ್
ಬಿಟ್ಟುಕೊಡುವ,ಬುಡ್ದ್
ಕಾರ್ಯವೂ,ಕೊರ್ಪಿನ
ಹೋಯಿತು,ಲಾ
ಎರಡು,ರಡ್ಡ್
ಮಡುಚಿ,ಮಡಿತ್ತ್
ಕೂತ,ಕುಲ್ಲಿಯೆ
ಗುತ್ತಿನ,ಇಂಚಿನ
ಮನೆಯ,ಗುತ್ತು
ಆನೆ,ಬೋಡ್
ಬಾಗಿಲಿಗೆ,ಪಂದ್
2ನೇ,2ನೇ
ಅಲೆ,ಅಲೆ
ನಿಯಂತ್ರಣಕ್ಕೆ,ನಿಯಂತ್ರಣಗ್
ಸಂಬಂಧಪಟ್ಟಂತೆ,ಸಂಭಂದ
ಎಪ್ರಿಲ್,ಪಟ್ಟಿನಂಚ
27,","
ಮೇ,ಮೇ
12,12
ರಾಜ್ಯ,ರಾಜ್ಯ
ಸರಕಾರ,ಸರಕಾರ
ನೀಡಿದ,ಕೊರಿನ
ಮಾರ್ಗಸೂಚಿಗಳನ್ನು,ಮಾರ್ಗಸೂಚಿಲೆನ್
ಅನುಷ್ಠಾನ,ಅನುಷ್ಠಾನ
ನಿಟ್ಟಿನಲ್ಲಿ,ನೆಲೆಟ್ಟ್
ಜಿಲ್ಲೆಯ,ಜಿಲ್ಲೆದ
ಗಡಿ,ಗಡಿ
ಪ್ರದೇಶದಲ್ಲಿ,ಪ್ರದೇಶಡ್
ಚೆಕ್,ಚೆಕ್‌ಪೋಸ್ಟ್‌ಲೆನ್
ಪೆÇೀಸ್ಟ್‍ಗಳನ್ನು,ದೆತ್ದ್
ತೆರೆದು,ಅನಗತ್ಯ
ಅನಗತ್ಯ,ವಾಹನ
ವಾಹನ,ಸಂಚಾರನ್
ಸಂಚಾರವನ್ನು,ನಿಯಂತ್ರಣ
ಮಾಡಬೇಕೆಂದು,ಪಂದ್
ಜಿಲ್ಲಾಧಿಕರಿ,ಜಿಲ್ಲಾಧಿಕಾರಿ
ಜಿ.,ಜಿ.ಜಗದೀಶ್
ಜಗದೀಶ್,ತೆರಿಪಾದೆರ್
ತಿಳಿಸಿದ್ದಾರೆ.,.
ಸುಧನ್ವನು,ಸುಧನ್ವೆ
ಸಿನಿಮಾದಲ್ಲಿ,ಸಿನಿಮೊಡು
ನಟಿಸುತ್ತಾನೆ,ನಟನೆ
ನಿಮ್ಮ,ಈರೆನ
ಹಸಿವನ್ನು,ಬಡವುನು
ಮಾಡಿಕೊಳ್ಳಿ,ಮಲ್ಪುಲೆ
ಅಭಿನವನು,ಅಭಿನವನು
ಆವಾಗ,ಅದಗ
ಜಿಮಾದಿ,ಜಿಮಾದಿ
ನಾನು,ಯಾನ್
ಕರಿ,ಕರಿ
ಬಣ್ಣದ,ಬಣ್ಣದ
ಜೀಮಾದಿ,ಜೀಮಾದಿ
ಕಾಗದವನ್ನು,ಕಾಕಜಿನ್
ಹರಿಯುತ್ತಿದ್ದಾನೆ,ಪರ್ತೊಂದುಲ್ಲೆ
ನಂಜುಂಡನು,ನಂಜುಡೆ
ಜಗದೀಶನು,ಜಗದೀಶೆ
ಊಟವನ್ನು,ವಣಸ್‍ನ್
ಖಾಲಿ,ಖಾಲಿ
ಮಾಡುತ್ತಿದ್ದಾನೆ,ಮಲ್ತೊಂದುಲ್ಲೆ
ಮಣಿಕಂಠನು,ಮಣಿಕಂಠೆ
ಆಸ್ಪತ್ರೆಯಲ್ಲಿ,ಆಸ್ಪತ್ರೆಡ್
ಗಂಟೆಗೆ,ಗಂಟೆಗ್
ಆಕ್ಸಿಜನ್,ಆಕ್ಸಿಜನ್
ಸಿಲಿಂಡರ್,ಸಿಲಿಂಡರ್
ಬಳಕೆಯಾಗುತ್ತಿದೆ.,ಬಳಕೆ
ಬೇಟೆ,ಬೊಂಟೆ
ಮಾಡುವಾಗ,ಮಲ್ಪುನಗ
ನಿರ್ದೇಶಕರಾಗಿ,ನಿರ್ದೇಶಕೆರಾದ್
ನಗರಿ,ನಗರಿ
ಶ್ರೀರಂಗ,ಶ್ರೀರಂಗ
ಆಚಾರ್ಯ,ಆಚಾರ್ಯ(ಡೆಟ್ರಾಯ್ಟ್)
(ಡೆಟ್ರಾಯ್ಟ್),ಕಾಂತಿ
ಕಾಂತಿ,"ಚಂದ್ರಶೇಖರ್(ಕೆಂಟಕಿ),"
ಚಂದ್ರಶೆಖರ್,ಶ್ರೀನಿವಾಸ್
"(ಕೆಂಟಕಿ),",ಮಟ್ಟು
ಶ್ರೀನಿವಾಸ್,"(ಒಂಟಾರಿಯೊ,ಕೆನಡ)"
ಮಟ್ಟು,ಚೇತನಾ
"(ಒಂಟಾರಿಯೊ,",ಕೆ.(ಒಹಾಯೊ)
"ಕೆನಡ),",ಪ್ರಶಾಂತ
ಚೇತನಾ,ಮಟ್ಟು
ಕೆ.,(ಡೆಟ್ರಾಯ್ಟ್)
"(ಒಹಾಯೊ),",ಆಯ್ಕೆ
ಪ್ರಶಾಂತ,ಆತೆರ್.
ತಮ್ಮ,ಮೆಗ್ಯೆ
ಓಡಿ,ಪಾರ್
ನೀರು,ನೀರ್
ತಂದದ್ದನ್ನು,ಕಂತಿನೆನ್
ಪ್ರಸಾದ್,ಪ್ರಸಾದ್
ರಮ್ಯಳ,ರಮ್ಯನ
ಮುಖಕ್ಕೆ,ಮೋನೆಗ್
ಚಿಮುಕಿಸಿದ್ದೇ,ತಲ್ತಿನೆ
ಒಳ್ಳೆಯದನ್ನು,ಎಡ್ಡೆಪ್ಪುನು
ಕಲಿಯುತ್ತಾನೆ,ಕಲ್ಪುವೆ
ಅಷ್ಟು,ಆತ್
ಹೊತ್ತಿಗೆ,ಪೊರ್ತುಗು
ಮಗು,ಬಾಲೆ
ಬಂಧುಗಳೇ,ಬಂಧುಲೇ
ಸಾಮಾಜಿಕ,ಸಾಮಾಜಿಕ
ಜಾಲತಾಣದಲ್ಲಿ,ಜಾಲತಾಣಲೆಡು
ನಾವು,ನಮ
ಬಲಿಯೆಂದ್ರ,ಬಲಿಯೆಂದ್ರ
ಕರೆಯುವ,ಲೆಪ್ಪುದ
ಮಾಹಿತಿ,ಬರವುಲು
ದಿನಕ್ಕೆ,ದಿನೊಕ್ಕ್
ನಾಲ್ಕು,ನಾಲ್
ಗುಂಪುಗಳಲ್ಲಿ,ಗ್ರೂಪುಲೆಡ್
ಬರುತ್ತಲೇ,ಬರೊಂದೇ
ಇರುತ್ತದೆ,ಇಪ್ಪುಂಡು
ಅದೆಷ್ಟು,ಏತ್
ಕಷ್ಟದಿಂದ,ಬಙೊಡು
ಜೀವನ,ಜಿವನ
ಸಾಗಿಸುತ್ತಿದ್ದಾಳೆಯೋ,ಕರಿತೊಂದುಲ್ಲಲೋ
ಏನೋ,ದಾನ್ನೋ
ಕ್ರಮಗಳ,ಕ್ರಿಮೊಕ್ಕುಲ್ನ
ಹಾಗೆ,ಅಂಚ
ಮಾಡುತ್ತಿದ್ದರು,ಮಲ್ತೊಂದಿತ್ತೆರ್
ಪಂಚಾಗದ,ಪಂಚಾಗೊದ
ನಿಂತ,ಉಂತಿನ
ಮೂಲ,ಮೂಲ
ಆಚರಣೆಗಳಿಗೆ,ಆಚರಣೆಲೆಗ್
ಹೇಳುವಂತಹ,ಪನ್ಪಿನಂಚಿನ
ಪೆಟ್ಟು,ಪೆಟ್ಟ್
ಬೀಳಲಿಲ್ಲ,ಬೂರ್ದಿಜಿ
ಪರಿಷ್ಕೃತ,ಪರಿಷ್ಕೃತ
ಜಾಹೀರಾರು,ಜಾಹೀರಾತು
ಇವತ್ತಿನಿಂದ,ಇನಿರ್ದ್
ಜಾರಿಗೆ,ಜಾರಿಗ್
ಬರಲಿದೆ.,ಬರ್ರೆ
ಪ್ರತೀ,ಕರಂಗೋಲು
ಮನೆ,ತಂಡೊದ
ಹೊಟ್ಟೆಯ,ಬಂಜಿದ
ಚಂದದಲ್ಲಿ,ಪೊರ್ಲುಡೆ
ಸುಧಾರಿಸಿಕೊಂಡು,ಸುದಾರ್ತೊಂದು
ಬಂದರು,ಬತ್ತೆರ್
ಮಕ್ಕಳಿಗೆ,ಅಯಿಟ್
ಬಜೆ,ಈ
ಪಿನಾರಿ,ರಸನ್
ಅರೆದು,ಬೆಚ್ಚ
ನಕ್ಕಿಸುತ್ತಾರೆ,ಮಲ್ಪೊಡ್
ಹೊದಿಕೆಯ,ಪೊದಿಕೆದ
ಹಾಲೆ,ಪಾಲೆ
ತೆಗೆದರು,ದೆತ್ತೆರ್
ಬೀರಕ್ಕೆ,ಬೀರಕ್ಕೆ
ಬೈದೆದಿ,ಬೈದುಲು
ಪ್ರಕಾಶನು,ಪ್ರಕಾಶೆ
ರಾಜನು,ರಾಜೆ
ಅಮರನು,ಅಮರೆ
ಹಣವನ್ನು,ಕಾಸ್‍ನ್
ಸಾಲ,ಕಡ
ಪಡೆಯುತ್ತಾನೆ,ದೆತೊನುವೆ
ವಿನೀತನು,ವಿನೀತೆ
ಚೇಷ್ಟೆ-ಮಾಡುತ್ತಾನೆ,ಚೇಷ್ಟೆ-ಮಲ್ಪುವೆ
ಕರ್ನಾಟಕಕ್ಕೆ,ಕರ್ನಾಟಕಗ್
"94,47,900","94,47,900"
ಡೋಸ್,ಡೋಸ್‌
ನೀಡಿದ್ದಾರೆ.,ಕೊರ್ತೆರ್.
ಕೌಶಿಕನು,ಕೌಶಿಕೆ
ದಾರಿಯನ್ನು,ಸಾದಿನ್
ಮರೆತಿದ್ದಾನೆ,ಮದತ್‍ದೆ
ಕೆಲವು,ಕೆಲವು
ಕೂಲಿ,ಕೂಲಿ
ಕಾರ್ಮಿಕರು,ಕಾರ್ಮಿಕೆರ್
ಮಾತ್ರ,ಮಾತ್ರ
ನಿರ್ಮಾಣ,ನಿರ್ಮಾಣ
ಚಟುವಟಿಕೆಗಾಗಿ,ಚಟುವಟಿಕೆಗಾದ್
ನಡೆದುಕೊಂಡು,ನಡತೊಂದು
ಹೋಗುತ್ತಿದ್ದಾರೆ.,ಪೋವೊಂದು
ಹಳ್ಳಿಗಳಲ್ಲಿ,ಹಳ್ಳಿಲೆಡ್
ಮೊದಲಲ್ಲಿ,ಸುರುಟ್ಟು
ಮೇಲಕ್ಕೆ,ಉಬರ್
ಏರುವ,ಮಿತರುನ
ಮೀನುಗಳನ್ನು,ಮೀನ್ಲೆನ್
ಹಿಡಿಯುತ್ತಿದ್ದರು,ಪತೊಂದಿದಿತ್ತೆರ್
ಕಾಲಿಂದ,ಕಾರ್ಡ್
ಬಾಹುಬಲಿಯ,ಗೊಮ್ಮಟನ
ರಾತ್ರಿ,ಇರ್ಲ್
ಹಗಲು,ಪಗೆಲ್
ಕೆತ್ತುತ್ತಿರುವುದು,ಕೆತ್ತುನ
ತಿಳಿಯುತ್ತದೆ,ತೆರಿಯುಂಡು
ಅದಿತೇಯನು,ಅದಿತೇಯೆ
ಸಾರಥಿಯಾಗಿದ್ದಾನೆ,ಸಾರಥಿಯಾತೆ
ಜನರು,ಜನಕುಲು
ಮಾರ್ಗಸೂಚಿ,ಮಾರ್ಗಸೂಚಿ
ಮಾಡಿದಾಗ,ಮಲ್ತಿನಪಗ
ಸೂಕ್ತ,ಸೂಕ್ತ
ಕೈಗೊಳ್ಳುತ್ತಿದ್ದೇವೆ,ದೆತೊನೊಂದು
ಇಲ್ಲದಿದ್ದರೆ,ತೊಟ್ಟೀಲ್ಡ್
ಅದನ್ನೂ,ಸೂರ್ಯ
ಘಂಟೆಯನ್ನು,ಘಂಟೆ
ಬಾರಿಸುತ್ತಾನೆ,ಬೊಟ್ಟುವೆ
ಪ್ರೀತಿಯ,ಮೋಕೆದ
ಅಣ್ಣ,ಪಲಯನ
ಚಿದ್ರ,ಸರ್ರೊ
ದೇಹಿಯಾಗಿ,ಪೊಡಿಯಾದ್
ಒಸರುವ,ನೆತ್ತೆರ
ರಕ್ತದ,ಓಕುಲಿಡ್
ಮಡುವಿನಲ್ಲಿ,ಒದ್ದಾಡುಲೆಕ
ರವೀಶನು,ರವೀಶೆ
ನಾಟಕ,ನಾಟಕ
ಅಲ್ಲ,ಅತ್ತ್
ಅಲ್ಲಿ,ಅಲ್ಪ
ಅಭಿನಯ,ಅಭಿನಯ
ಉಚ್ಚಾರ-ಮಾಡುತ್ತಾನೆ,ಉಚ್ಚಾರ-ಮಲ್ಪುವೆ
ಕ್ರಮಗಳು,ಕ್ರಮೊಲಾ
ಮಾಯವಾಗದೆ,ಮಜಂದೆ
ಉಳಿದದ್ದು,ಒರಿದುನ
ಸಂತೋಷದ,ಸಂತೋಷದ
ವಿಚಾರ,ಇಚಾರ
ಕನ್ನಡದಲ್ಲಿ,ಕನ್ನಡಡ್
ಬಿದಿರು,ಬಿದಿರು
ಹೇಳುತ್ತಾರೆ,ಪನ್ಪೆರ್
ಓಡಿಸುತ್ತಾನೆ,ಬುಡ್ಪೆ
ಪುತ್ತೂರು,ಪುತ್ತೂರುದ
ಸಿಟಿ,ಸಿಟಿ
ಆಸ್ಪತ್ರೆಗೆ,ಆಸ್ಪತ್ರೆಗ್
ದಾಖಲಾದ,ದಾಖಲಾಯಿನ
ಪೂಜಿತಾರವರು,ಪೂಜಿತಾ
ಅವಳಿ,ಕಾಂಡೆ
ಜನ್ಮ,ಜೋಕ್ಲೆಗ್
ಅಜ್ಜಿಯ,ಅಜ್ಜಿನ
ಕಾರ್ಯ,ಬೊಜ್ಜ
ಬರಲಿಲ್ಲ,ಬತ್ತಿಜಿ
ತುಳಸಿ,ತುಳಸಿ
ಎಲೆ,ಇರೆ
ಕೇಪುಲ,ಕೇಪುಲ
ಪುಷ್ಪವನ್ನು,ಪುರ್ಪನ್
ಓಂಕಾರದ,ಓಂಕಾರೊದ
ಇಡುತ್ತಾರೆ,ದೀಪೆರ್
ಶಿವಾನಂದನು,ಶಿವಾನಂದೆ
ವಿಷ್ಣುವಿನ,ವಿಷ್ಣುನ
ಭಕ್ತನಾಗಿದ್ದಾನೆ,ಭಕ್ತೆಯಾತೆ
ಈಚೆಯಿಂದ,ಇಂಚಿರ್ದ್
ದೈವಗಳೂ,ದೈವೊಲುಲ
ವಿಪಿನನು,ವಿಪಿನೆ
ತೆಗೆದುಕೊಳ್ಳುತ್ತಾನೆ,ದೆತೊನುವೆ
ಅಕ್ಷಯನು,ಅಕ್ಷಯೆ
ಹೇಳಿದನ್ನು,ಪಂಡಿನೆನ್
ಕೇಳಿ,ಕೇಂದು
ಮಸ್ತಕದ,ಮಸ್ತಕದ
ಪುಸ್ತಕದಲ್ಲಿ,ಪುಸ್ತಕಡ್
ಜ್ಞಾನ,ಸರವುದ
ಗಂಟು,ಕಟ್ಟುದ್
ಕಟ್ಟಿ,ದೀವೊಂದಿತ್ತೆರ್
ತನಗೆ,ತನ್ನ
ಬೇಕಾದ,ಕಜ್ಜೊಗು
ಪರಿಕರಗಳನ್ನು,ಬೋಡಾಯಿನ
ಜೋಡಿಸಿಕೊಳ್ಳುತ್ತಾನೆ,ಅತ್ಯಾರ್ಲೆನ್
ತಲೆಯ,ತರೆತ್ತ
ಕಾಲಿನ,ಕಾರ
ತೆಂಗಿನಕಾಯಿ,ತಾರಯಿ
ಒಡೆದು,ದರ್ತುದ್
ಬತ್ತಿ,ಬತ್ತಿ
ಹೊತ್ತಿಸಿ,ಪೊತ್ತದ್
ಎಣ್ಣೆ,ಎಣ್ಣೆ
ಹಾಕಿ,ಮೈತುದ್
ಪ್ರಹ್ಲಾದನು,ಪ್ರಹ್ಲಾದೆ
ಅಜ್ಜಿ,ಅಜ್ಜಿ
ಅಜ್ಜಂದಿರು,ಅಜ್ಜೆರ್ನಕುಲು
ರಾತ್ರಿಯಲ್ಲಿ,ರಾತ್ರೆಡ್
ಮೈನೀರು,ಮೈನೀರ್
ಮೈಯಲು,ಮೈಪೆರೆ
ಹೇಳುತ್ತಿದ್ದರು,ಪನೊಂದಿತ್ತೆರ್
ಒಳ್ಳೆಯ,ಎಡ್ಡೆ
ಹುಡುಗ,ಆಣ್
ಚುರುಕಾಗಿ,ಚುರುಕುಡು
ಕೆಲಸವನ್ನು,ಬೇಲೆ
ಮಗುವಿಗೆ,ದೃಷ್ಟಿ
ಸ್ನಾನಮಾಡಿಸುವಾಗ,ದೆಪ್ಪುನ್
ಬಾಲಕನಿಗೆ,ಬಾಲೆಗ್
ಗುರುಕುಲದ,ಗುರುಕುಲೊದ
ವಾತಾವರಣ,ಬೂಡ್
ಹೊಸದು,ಪೊಸತ್
ಶಬ್ದಕ್ಕೆ,ಅರಬಾಯಿಗ್
ಮಲಗಿ,ಜೆತ್ತ್
ಇದ್ದ,ಇತ್ತಿನ
ಹುಲಿ,ಪಿಲಿ
ಎದ್ದು,ಲಕ್ದ್
ಕೂಗಲಿಕ್ಕೆ,ಕೊರೆಪೆರೆ
ಪ್ರಾರಂಭ,ಸುರು
ಮಾಡಿತು,ಮಲ್ತ್ಂಡ್
ಅವಳು,ಆಳ್
ಇದೇ,ಉಂದೆ
ಊರಿನಲ್ಲಿ,ಊರ್
ಹಂದಿಯಾಗಿ,ಡ್
ಹುಟ್ಟಿದ್ದಾಳೆ,ಪಂಜಿಯಾದ್
ವಿಷಯದ್ದಲ್ಲೂ,ಇಸಯೊಡ್ಡುಲಾ
ಇದಕ್ಕೆ,ನೆಕ್ಕ್
ತುಂಬಾ,ದಿಂಜ
ಕೊಟ್ಟು,ಕೊರುದು
ಹೇಳಲಿಕ್ಕೆ,ಪಣೆರ
ಬರೆಯಲಿಕ್ಕೆ,ಬರೆವೆರ
ಸಾಧ್ಯ,ಸಾಧ್ಯ
ಹಲಸಿನಕಾಯಿಯ,ಬೋಳೆದ
ಚಿಲ್ಕ,ಚಿಲ್ಕ
ಹಲಸಿನಕಾಯಿಗೆ,ಪೆಲತ್ತರಿಗು
ಹಿಡಿದ,ಪತ್ತಿದಿನ
ಚೀಲ,ಚೀಲ
ತೆಗೆಯಲು,ದೆಪ್ಪರೆ
ತಯಾರಿಲ್ಲ,ಜೋಕುಲು
ಸರ್ಕಾರದ,ಸರ್ಕಾರದ
ಆದೇಶದ,ಆದೇಶದ
18,18
ಮೇಲ್ಪಟ್ಟವರಿಗೆ,ಮಿತ್ತ್
ಹಾಕುವುದರಿಂದ,ಲಸಿಕೆ
ಪಡೆದ,ಲಸಿಕೆ
ಅವಕಾಶ,ದಾನ
ಇಲ್ಲದಿರುವುದರಿಂದ,ಮಲ್ಪರೆ
ಕುಂದಾಪುರದ,ಅವಕಾಶ
ಭಾರತೀಯ,ಇಜ್ಜಂದಿನೇರ್ದಾವರ
ರೆಡ್‍ಕ್ರಾಸ್,ಕುಂದಾಪುರದ
ಸಂಸ್ಥೆಯಲ್ಲಿ,ಭಾರತೀಯ
ಕೊರತೆ,ಸಂಸ್ಥೆಡ್
ಬಂದಿರುವಂತಹ,ಕೆಲವೊಂಜಿ
ವರದಿಯನ್ನು,ಸಾಮಾಜಿಕ
ಸಂಸ್ಥೆಯ,ವರದಿನ್
ಅಧ್ಯಕ್ಷರಾದ,ಕುಂದಾಪುರದ
ಜಯಕರ,ರೆಡ್‌ಕ್ರಾಸ್
ಶೆಟ್ಟಿ,ಸಂಸ್ಥೆದ
ತಾನು,ತಾನ್
ಕೆತ್ತಬೇಕು,ಕೆತ್ತೊಡುಂದು
ಅದೆಷ್ಟೋ,ಸಮಯೊಡ್ದು
ಸಮಯದಿಂದ,ಬಯಕೆಯನ್ನು
ಬಯಕೆಯನ್ನು,ದೀವೊಂದಿತ್ತೆರ್
ಆಯುಷ್ಯದ,ಅವುಸೊದ
ಪಟ್ಟ,ದ
ಜಪದ,ಬೊಕ್ಕ
ಮಾಲೆ,ಜಪತ್ತ
ಹೊದಿಕೆಯನ್ನು,ಮಂದಿರಿನ್
ಉಪಯೋಗಿಸುತ್ತಿದ್ದಾನೆ,ಗಳಸೊಂದುಲ್ಲೆ
ಸಾಗುವಳಿಯ,ಬೆನ್ನಿದ
ಗದ್ದೆ,ಕಂಡ
ಕೆಸರುನೀರು,ಕೇದೆಲ್
ಅನ್ನುವಾಗ,ಪಣ್ನಗ
ಈಗಿನವರಿಗೆ,ಇತ್ತೆದಕ್ಲೆಗ್
ವಾಸನೆ,ಮೂರಿ
ಬರುವುದು,ಬರ್ಪುನು
ಬೆಕ್ಕು,ಪುಚ್ಚೆ
ಏರುತ್ತಿದೆ.,ಮಿತೆರುಂದುಂಡು5
ಹಿರಿಯರು,ಹಿರಿಯಕ್ಲ್
ಮಾಡಿದ,ಮಂತಿನ
ಕಟ್ಟಿನಲ್ಲಿ,ಕಟ್
ಒಂದೊದರಲ್ಲಿ,ಡ್
ಒಂದೊಂದು,ಒಂಜೊಂಜೆಟ್
ಅಡಗಿ,ಇಚಾರ
ಎನ್ನುವುದು,ದುಂಡು
ಸತ್ಯ,ಪನ್ಪಿನವು
ಬಡವನಾಗಿದ್ದನು,ಬಡವೆಯಾದಿತ್ತೆ
ಹೇಳುವವನ,ಪಣ್ಪಿನಾಯನ
ಬರೆಯುವವನ,ಬರೆಪಿನಾಯನ
ಮಾತಿನ,ಪಾತೆರೊದ
ತಾತ್ಪರ್ಯ,ತಾತ್ಪರ್ಯ
ತಾನಾಗಿಯೇ,ತಾನಾದೆ
ಮೂಡಿ,ಮೂಡ್ಡು
ವಿಜಯನು,ವಿಜಯೆ
